POSITION_TITLE,RESUME_NUMBER,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWORDS,COMMUNITY SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,Language,Category
BUSINESS DEVELOPMENT REPRESENTATIVE,14055971,"['computer proficient', 'reports generation and analysis', 'client relations', 'file/records maintenance', 'multi-task management', 'territory sales']",,1.0,,0,0,0,0,0,9.0,"['microsoft software: word', 'excel', 'outlook', 'powerpoint', 'people skills: great customer service', 'enthusiastic people person', 'advanced problem-solving', 'great organizational skills', 'language: intermediate level spanish speaker']",1.0,BUSINESS-DEVELOPMENT
BUSINESS DEVELOPMENT MANAGER,95382114,"['experience in project management and driving product implementation', 'business development and strategic partner management proven track record of initiating', 'implementing', 'and successfully driving new business opportunities from relationships with partners', 'ability to think strategically about complex issues', 'driving thoughtful recommendations and action plans', 'demonstrated ability to influence and communicate cross-functionally and across all levels', 'results-oriented', 'adept multi tasker', 'strong proposal writer', 'analytical problem solver', 'operations management', 'contract negotiation/review/drafting', 'financial records and processing', 'report generation and analysis']",2.0,3.0,Management,0,0,0,0,0,14.0,"['account management', 'analytical skills', 'asset management', 'budget', 'business development and operations', 'closing and negotiation', 'crm', 'financial modeling', 'leadership', 'networking', 'ms office', 'research', 'teamwork', 'strategic planning']",1.0,BUSINESS-DEVELOPMENT
HEALTHCARE,23617240,set(),2.0,3.0,Nursing Western,0,1,1,1,1,43.0,"['ada', 'billing', 'budgeting', 'business process', 'call center', 'consultation', 'contracts', 'client', 'clients', 'customer satisfaction', 'customer care', 'data collection', 'delivery', 'forms', 'gcp', 'glp', 'gmp', 'instructor', 'insurance', 'lecturer', 'legal', 'litigation', 'managing', 'marketing strategies', 'network', 'new product development', 'next', 'presentations', 'procurement', 'quality', 'reporting', 'research', 'risk management', 'safety', 'sales', 'strategy', 'strategic', 'strategic planning', 'system design', 'teaching', 'validation', 'professional affiliations', 'certified disability analyst and fellow (abda #3718-97) american board of disability analyst']",1.0,HEALTHCARE
HEALTHCARE ADMINISTRATOR,23138078,set(),2.0,3.0,Management,3,0,0,0,0,3.0,"['active learning', 'calendaring', 'computer']",1.0,HEALTHCARE
HEALTHCARE RECRUITER,51777546,"['microsoft office suite (word', 'excel powerpoint', 'outlook', 'access); google documents; winteam']",3.0,3.0,Science riminal,0,0,0,0,0,47.0,"['accounting software', 'administrative', 'audio', 'benefits', 'c', 'contracts', 'client', 'data management', 'dc', 'documentation', 'senior management', 'forms', 'functional', 'hiring', 'human resource', 'hr', 'inventory', 'invoicing', 'legal', 'materials', 'access', 'excel', 'microsoft office suite', 'office', 'outlook', 'powerpoint', 'powerpoint presentations', 'win', 'word', 'newsletter', 'payroll', 'personnel', 'processes', 'recruiting', 'recruitment', 'reporting', 'research', 'scheduling', 'staffing', 'tax', 'phone', 'training programs', 'video', 'website', 'websites', 'author', 'written']",1.0,HEALTHCARE
HEALTHCARE RECRUITER,69199666,set(),2.0,3.0,Psychology VIRGINIA,10,0,0,0,0,34.0,"['ads', 'autism', 'benefits', 'billing', 'coach', 'coaching', 'client', 'clients', 'data processing', 'delivery', 'drivers', 'filing', 'financial statements', 'hiring', 'inventory', 'managing', 'meetings', 'access', 'office', 'network', 'networking', 'payroll', 'personal coaching', 'presentations', 'pricing', 'psychology', 'recruiting', 'researching', 'research', 'sales', 'seminars', 'staffing', 'phone', 'workshops']",1.0,HEALTHCARE
HEALTHCARE CONSULTANT,93988900,set(),1.0,1.0,Appliedcience,1,1,1,1,1,152.0,"['used', 'microsoft office', 'smarttech smart board', 'public speaking', 'public relations', 'marketing', 'sales', 'instructor/writer - combat medic advanced individual training', '1st detachment', '108th training command - augusta', 'ga - november 2014 to october 2015', 'train', 'lead', 'and mentor upcoming healthcare specialists.', 'be the example of ""what right looks like"" for new healthcare practitioners to follow.', 'read', 'revise/edit', 'publish and teach course material for a healthcare program that graduates over 30,000', 'individuals annually.', 'project management regarding training program tasks.', 'supervise the logistics of monthly synchronization meetings from catering and event planning to security and', 'logistics for monthly gatherings of key leaders in public venues.', 'teach nremt curriculum to students attempting emt certification.', 'evaluate nremt practical skills for emt certifications.', 'teach cpr/bls.', 'teach tccc core curriculum and advanced skills.', 'teach additional skills such as mass casualty management', 'patient administration', 'disaster management', 'critical thinking', 'leadership development', 'convoy operations', 'logistics', 'supply chain management', 'and other', 'necessary skills to be a healthcare specialist in the us army.', 'instructor/writer - infantry battlefield first aid', 'alpha company', '2nd infantry battallion', '29th infantry regiment - fort benning', 'ga - november 2012 to', 'november 2014', 'responsibilities', 'teach tccc core curriculum and first aid to classes of up to 220 infantryman.', 'teach additional skills such as mass casualty management', 'critical thinking', 'leadership development', 'medical', 'evacuation logistics', 'and other necessary skills to save lives.', 'supervise records management of instructor credentials', 'supply orders', 'equipment maintenance', 'and', 'building/site maintenance.', 'emergency care sergeant', 'squad leader', 'echo company', '2nd infantry battallion', '29th infantry regiment - fort benning', 'ga - april 2011 to', 'november 2012', 'hospital', 'pre-hospital', 'long-term geriatric population', 'va home/clinic', 'acute care', 'phlebotomy/lab', 'immunization clinic', 'medical/surgical ward', 'pacu', 'icu', 'pediatric emergency department', 'telemetry', 'behavioral health ward*', 'supervised 2 noncommisioned officers and 10 soldiers. assigned them to 5 ambulance teams. managed their', 'duties and helped resolve their personal issues in order to make them effective leaders and efficient medics.', 'responsible for medical equipment sets valued at over $100,000.00 each including vehicles and hazmat.', 'designated as the primary information technology point of contact within the section', 'implemented and', 'oversaw the transition to paperless office management and streamlined previously cumbersome and outdated', 'communications methods.', 'emergency care specialist', 'headquarters and headquarters company/bravo company', '1-41 infantry batallion', '3rd brigade', '1st armor', 'division - fort bliss', 'tx - june 2009 to june 2011', 'responsibilities', 'clinical patient care', 'austere/remote medical care.', 'live fire training exercises and medical support.', 'individual and crew served weapons training.', ""infantry tactics and sop's"", 'microsoft office 2013', 'word', 'excel', 'powerpoint', 'adobe acrobat professional', 'adobe photoshop', 'solidworks', 'emergency management systems', 'network administration', 'dslr photography', 'supply chain', 'management', 'classified document management', 'joint commission inspection standards', 'classroom', 'instruction (10+ years)', 'core accomplishments', 'designed and implemented a mass casualty evacuation sop for a battalion of 600 soldiers.', 'the sop was so effective that it was adopted as the brigade standard for 3000 soldiers.', 'designed and implemented a field expedient casualty evacuation system using civilian vehicles.', 'coordinated all resources necessary to create a cost effective', 'fully equipped', 'fully functional aid station and synergistic casualty evacuation plan using non-medical assets designed training program using scenario based training for infantrymen', 'first line supervisors', 'and command staff to effectively manage mass casualty situations skills used aluminum fabrication', 'complex problem solving', 'program management', 'disaster management', 'casualty management', 'patient care', 'security', 'defensive tactics', 'offensive tactics', 'logistics', 'supply chain management emergency care specialist charlie company', '302nd brigade support battalion', '1st heavy brigade combat team - camp casey', 'south korea - june 2007 to june 2009 cross-trained republic of korea army (roka) medical personnel in u.s.', 'tactics and medical skill sets cross-trained with roka combat engineers in breaching techniques and explosive demolition project manager for the integration and effective training in medical communications for combat casualty care (mc4) system for a company of 170 medical personnel countless convoy planning operations involving the simultaneous movement', 'set-up', 'and break-down of ambulance exchange points', 'forward surgical teams', 'level 1 trauma centers', 'and mass casualty incident management centers noncombatant evacuation operations senior supervisor.', 'supervised', 'planned and implemented a full spectrum evacuation of 27 families of us soldiers from south korea to japan during operation courageous channel.', 'emergency care specialist training support company', '32nd medical brigade - fort sam houston', 'tx - may 2005 to june 2007 responsibilities coached', 'mentored', 'and credentialed individuals in medical skills necessary to do their job provided medical support for 50,000+ personnel annually in a training area of 27,990 acres supervised the pharmaceutical supply chain management for the most heavily used medical activity on the base awarded for pioneering the compliance with dod paperless office mandate in 2006 resulting in a streamlined work environment with greatly reduced supply consumption.', 'project manager for logistical transport', 'set up', 'staffing', 'and equipment movement for a special needs intensive care unit in san antonio', 'tx during refugee movements from areas effected by hurricane katrina in 2007.', 'professional']",2.0,HEALTHCARE
HEALTHCARE ASSOCIATE,41910253,['communication'],,3.0,,0,0,0,0,0,11.0,"['epic', 'microsoft office suite (word/excel/powerpoint)', 'healthcare systems', 'insurance/billing', 'sorian scheduling', 'health/medical records', 'research', 'reports', 'databases', 'data analysis', 'and pcs/windows applications']",1.0,HEALTHCARE
HEALTHCARE PROVIDER,28670024,set(),2.0,3.0,Radiologic Technology,0,0,0,0,0,16.0,"['flexible & adaptable', 'responsible', 'verbal and written communication', 'computer proficiency', 'adaptability', 'customer service', 'professional telephone demeanor', 'account management', 'technical support', 'social media knowledge', 'strategic planning', 'compassion', 'self-motivated professional', 'cultural awareness', 'analytical skills', 'good listening skills']",1.0,HEALTHCARE
HEALTHCARE CONSULTANT,36625776,"['certified spinning instructor', 'ace certified personal trainer', 'cpr and first aid certified', 'energy', 'motivation and drive to push and motivate participants', 'microsoft office', 'team building', 'personable and friendly', 'dedicated', 'responsible', 'accomplishments', 'success at building participants from struggling', 'low participant classes most recently built a class that averages 30 participants from a class that started out with around 6 within six months']",3.0,3.0,Business Administration,18,0,0,0,0,27.0,"['acquisitions', 'cms', 'content', 'contract negotiations', 'contracts', 'contract management', 'clients', 'database', 'directing', 'documentation', 'estimating', 'financial', 'government', 'insurance', 'leadership and training', 'managing', 'market', 'negotiation', 'enterprise', 'network', 'processes', 'coding', 'quality', 'quality assurance', 'reporting', 'strategic', 'strategic planning']",1.0,HEALTHCARE
HEALTHCARE CONSULTANT,96260484,set(),3.0,3.0,Publicealth,9,0,0,0,0,35.0,"['academic', 'accounting', 'administrative', 'balance', 'biology', 'business development', 'business law', 'chemistry', 'interpersonal', 'ca', 'consulting', 'counseling', 'clients', 'directing', 'disease-prevention', 'economics', 'family medicine', 'health promotion', 'leadership', 'marketing', 'assisting physicians', 'patient care', 'processes', 'product marketing', 'program development', 'protocols', 'public health', 'quality', 'rehabilitation', 'scientific', 'seminars', 'strategy', 'strategic', 'stress management', 'teaching']",1.0,HEALTHCARE
